1,1,9.99000999000999E-4,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
83,3,0.08291708291708291,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
84,1,0.08391608391608392,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
84,2,0.08391608391608392,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
84,3,0.08391608391608392,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
85,1,0.08491508491508491,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
85,2,0.08491508491508491,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
85,3,0.08491508491508491,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
86,1,0.08591408591408592,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
86,2,0.08591408591408592,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
86,3,0.08591408591408592,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
87,1,0.08691308691308691,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
87,2,0.08691308691308691,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
87,3,0.08691308691308691,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
88,1,0.08791208791208792,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
88,2,0.08791208791208792,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
88,3,0.08791208791208792,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
89,1,0.08891108891108891,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
89,2,0.08891108891108891,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
89,3,0.08891108891108891,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
90,1,0.0899100899100899,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
90,2,0.0899100899100899,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
90,3,0.0899100899100899,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
91,1,0.09090909090909091,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
91,2,0.09090909090909091,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
91,3,0.09090909090909091,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
92,1,0.0919080919080919,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
92,2,0.0919080919080919,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
92,3,0.0919080919080919,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
93,1,0.09290709290709291,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
93,2,0.09290709290709291,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
93,3,0.09290709290709291,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
94,1,0.0939060939060939,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
94,2,0.0939060939060939,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
94,3,0.0939060939060939,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
95,1,0.09490509490509491,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
95,2,0.09490509490509491,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
95,3,0.09490509490509491,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
96,1,0.0959040959040959,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
96,2,0.0959040959040959,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
96,3,0.0959040959040959,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
97,1,0.0969030969030969,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
97,2,0.0969030969030969,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
97,3,0.0969030969030969,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
98,1,0.0979020979020979,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
98,2,0.0979020979020979,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
98,3,0.0979020979020979,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
99,1,0.0989010989010989,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
99,2,0.0989010989010989,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
99,3,0.0989010989010989,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
100,1,0.0999000999000999,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
100,2,0.0999000999000999,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
100,3,0.0999000999000999,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
101,1,0.1008991008991009,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
101,2,0.1008991008991009,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
101,3,0.1008991008991009,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
102,1,0.1018981018981019,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
102,2,0.1018981018981019,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
102,3,0.1018981018981019,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
103,1,0.1028971028971029,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
103,2,0.1028971028971029,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
103,3,0.1028971028971029,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
104,1,0.1038961038961039,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
104,2,0.1038961038961039,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
104,3,0.1038961038961039,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
105,1,0.1048951048951049,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
105,2,0.1048951048951049,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
105,3,0.1048951048951049,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
106,1,0.10589410589410589,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
106,2,0.10589410589410589,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
106,3,0.10589410589410589,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
107,1,0.1068931068931069,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
107,2,0.1068931068931069,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
107,3,0.1068931068931069,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
108,1,0.10789210789210789,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
108,2,0.10789210789210789,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
108,3,0.10789210789210789,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
109,1,0.1088911088911089,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
109,2,0.1088911088911089,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
109,3,0.1088911088911089,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
110,1,0.10989010989010989,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
110,2,0.10989010989010989,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
110,3,0.10989010989010989,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
111,1,0.1108891108891109,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
111,2,0.1108891108891109,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
111,3,0.1108891108891109,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
112,1,0.11188811188811189,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
112,2,0.11188811188811189,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
112,3,0.11188811188811189,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
113,1,0.11288711288711288,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
113,2,0.11288711288711288,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
113,3,0.11288711288711288,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
114,1,0.11388611388611389,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
114,2,0.11388611388611389,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
114,3,0.11388611388611389,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
115,1,0.11488511488511488,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
115,2,0.11488511488511488,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
115,3,0.11488511488511488,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
116,1,0.11588411588411589,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
116,2,0.11588411588411589,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
116,3,0.11588411588411589,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
117,1,0.11688311688311688,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
117,2,0.11688311688311688,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
117,3,0.11688311688311688,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
118,1,0.11788211788211789,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
118,2,0.11788211788211789,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
118,3,0.11788211788211789,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
119,1,0.11888111888111888,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
119,2,0.11888111888111888,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
119,3,0.11888111888111888,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
120,1,0.11988011988011989,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
120,2,0.11988011988011989,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
120,3,0.11988011988011989,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
121,1,0.12087912087912088,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
121,2,0.12087912087912088,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
121,3,0.12087912087912088,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
122,1,0.12187812187812187,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
122,2,0.12187812187812187,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
122,3,0.12187812187812187,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
123,1,0.12287712287712288,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
123,2,0.12287712287712288,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
123,3,0.12287712287712288,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
124,1,0.12387612387612387,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
124,2,0.12387612387612387,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
124,3,0.12387612387612387,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
125,1,0.12487512487512488,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
125,2,0.12487512487512488,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
125,3,0.12487512487512488,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
126,1,0.1258741258741259,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
126,2,0.1258741258741259,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
126,3,0.1258741258741259,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
127,1,0.12687312687312688,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
127,2,0.12687312687312688,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
127,3,0.12687312687312688,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
128,1,0.12787212787212787,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
128,2,0.12787212787212787,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
128,3,0.12787212787212787,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
129,1,0.12887112887112886,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
129,2,0.12887112887112886,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
129,3,0.12887112887112886,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
130,1,0.12987012987012986,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
130,2,0.12987012987012986,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
130,3,0.12987012987012986,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
131,1,0.13086913086913088,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
131,2,0.13086913086913088,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
131,3,0.13086913086913088,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
132,1,0.13186813186813187,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
132,2,0.13186813186813187,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
132,3,0.13186813186813187,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
133,1,0.13286713286713286,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
133,2,0.13286713286713286,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
133,3,0.13286713286713286,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
134,1,0.13386613386613386,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
134,2,0.13386613386613386,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
134,3,0.13386613386613386,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
135,1,0.13486513486513488,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
135,2,0.13486513486513488,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
135,3,0.13486513486513488,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
136,1,0.13586413586413587,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
136,2,0.13586413586413587,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
136,3,0.13586413586413587,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
137,1,0.13686313686313686,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
137,2,0.13686313686313686,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
137,3,0.13686313686313686,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
138,1,0.13786213786213786,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
138,2,0.13786213786213786,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
138,3,0.13786213786213786,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
139,1,0.13886113886113885,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
139,2,0.13886113886113885,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, ])
139,3,0.13886113886113885,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
140,1,0.13986013986013987,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
140,2,0.13986013986013987,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
140,3,0.13986013986013987,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
141,1,0.14085914085914086,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
141,2,0.14085914085914086,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
141,3,0.14085914085914086,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
142,1,0.14185814185814186,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
142,2,0.14185814185814186,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
142,3,0.14185814185814186,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
143,1,0.14285714285714285,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
143,2,0.14285714285714285,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
143,3,0.14285714285714285,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
144,1,0.14385614385614387,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
144,2,0.14385614385614387,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
144,3,0.14385614385614387,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
145,1,0.14485514485514486,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
145,2,0.14485514485514486,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
145,3,0.14485514485514486,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
146,1,0.14585414585414586,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
146,2,0.14585414585414586,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
146,3,0.14585414585414586,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
147,1,0.14685314685314685,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
147,2,0.14685314685314685,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
147,3,0.14685314685314685,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
148,1,0.14785214785214784,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
148,2,0.14785214785214784,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
148,3,0.14785214785214784,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
149,1,0.14885114885114886,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
149,2,0.14885114885114886,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
149,3,0.14885114885114886,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
150,1,0.14985014985014986,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
150,2,0.14985014985014986,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
150,3,0.14985014985014986,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
151,1,0.15084915084915085,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
151,2,0.15084915084915085,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
151,3,0.15084915084915085,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
152,1,0.15184815184815184,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
152,2,0.15184815184815184,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
152,3,0.15184815184815184,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
153,1,0.15284715284715283,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
153,2,0.15284715284715283,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
153,3,0.15284715284715283,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
154,1,0.15384615384615385,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
154,2,0.15384615384615385,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
154,3,0.15384615384615385,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
155,1,0.15484515484515485,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
155,2,0.15484515484515485,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
155,3,0.15484515484515485,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
156,1,0.15584415584415584,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
156,2,0.15584415584415584,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
156,3,0.15584415584415584,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
157,1,0.15684315684315683,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
157,2,0.15684315684315683,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
157,3,0.15684315684315683,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
158,1,0.15784215784215785,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
158,2,0.15784215784215785,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
158,3,0.15784215784215785,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
159,1,0.15884115884115885,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
159,2,0.15884115884115885,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
159,3,0.15884115884115885,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
160,1,0.15984015984015984,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
160,2,0.15984015984015984,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
160,3,0.15984015984015984,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
161,1,0.16083916083916083,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
161,2,0.16083916083916083,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
161,3,0.16083916083916083,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
162,1,0.16183816183816183,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
162,2,0.16183816183816183,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
162,3,0.16183816183816183,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
163,1,0.16283716283716285,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
163,2,0.16283716283716285,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
163,3,0.16283716283716285,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
164,1,0.16383616383616384,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
164,2,0.16383616383616384,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
164,3,0.16383616383616384,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
165,1,0.16483516483516483,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
165,2,0.16483516483516483,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
165,3,0.16483516483516483,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
166,1,0.16583416583416583,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
